Elevation,Horizontal_Distance_To_Roadways,Wilderness_Area_Rawah,Soil_Type_C2703,Soil_Type_C2704,Soil_Type_C2705,Soil_Type_C2717,Soil_Type_C4703,Soil_Type_C8771,Soil_Type_C8772,Cover_Type
2572,649,0,1,0,0,0,0,0,0,2
2916,4692,1,0,0,0,0,0,0,0,1
2962,4231,1,0,0,0,0,0,0,0,1
3231,330,0,0,0,0,0,0,0,0,1
2964,1245,1,0,0,0,0,0,0,0,0
2814,3174,1,0,0,0,0,0,0,0,1
3064,6775,1,0,0,0,0,0,0,0,1
2896,1742,0,0,0,0,0,0,0,0,0
3027,5815,1,0,0,0,0,0,0,0,1
3056,1489,0,0,0,0,0,0,0,0,1
2844,630,0,0,0,0,0,0,0,0,0
2955,2254,1,0,0,0,0,0,0,0,0
2738,2058,0,0,0,0,0,0,0,0,0
3060,1356,1,0,0,0,0,0,0,0,1
3142,3425,1,0,0,0,0,0,0,0,0
3095,2571,0,0,0,0,0,0,0,0,0
3236,1637,0,0,0,0,0,0,0,0,0
3340,1233,0,0,0,0,0,0,0,0,0
2725,2671,1,0,0,0,0,0,0,0,1
3202,4211,0,0,0,0,0,0,0,0,0
3140,2416,0,0,0,0,0,0,0,0,0
3279,3177,0,0,0,0,0,0,0,0,0
3041,570,1,0,0,0,0,0,0,0,1
3071,815,1,0,0,0,0,0,0,0,0
3211,3293,1,0,0,0,0,0,0,0,0
2891,1936,0,0,0,0,0,0,0,0,0
2451,780,0,0,0,0,0,1,0,0,2
3026,511,1,0,0,0,0,0,0,0,0
2867,1892,1,0,0,0,0,0,0,0,1
2796,1158,0,0,0,0,0,0,0,0,1
2948,1493,0,0,0,0,0,0,0,0,1
3148,1727,0,0,0,0,0,0,0,0,0
3471,1361,0,0,0,0,0,0,0,1,6
2423,457,0,0,0,1,0,0,0,0,2
3225,836,0,0,0,0,0,0,0,0,0
2650,738,1,0,0,0,0,0,0,0,1
3197,3050,0,0,0,0,0,0,0,0,0
2713,1218,0,0,0,0,0,0,0,0,1
2758,2347,0,0,0,0,0,0,0,0,0
3212,2154,1,0,0,0,0,0,0,0,0
2873,3190,0,0,0,0,0,0,0,0,1
3034,5979,1,0,0,0,0,0,0,0,1
3165,2628,0,0,0,0,0,0,0,0,1
2581,693,0,1,0,0,0,0,0,0,1
3176,3154,0,0,0,0,0,0,0,0,1
3132,2869,0,0,0,0,0,0,0,0,0
2690,2651,1,0,0,0,0,0,0,0,1
2724,2093,1,0,0,0,0,0,0,0,1
3011,5047,1,0,0,0,0,0,0,0,1
2856,2263,0,0,0,0,0,0,0,0,1
3031,5560,1,0,0,0,0,0,0,0,1
3001,5036,1,0,0,0,0,0,0,0,1
2873,3919,1,0,0,0,0,0,0,0,1
3192,698,0,0,0,0,0,0,0,0,1
3272,3282,0,0,0,0,0,0,0,0,0
3204,446,1,0,0,0,0,0,0,0,0
3021,6062,1,0,0,0,0,0,0,0,1
2789,2623,1,0,0,0,0,0,0,0,1
2970,3865,1,0,0,0,0,0,0,0,1
3135,1950,0,0,0,0,0,0,0,0,0
2915,875,0,0,0,0,0,0,0,0,1
2784,150,1,0,0,0,0,0,0,0,1
3007,4100,1,0,0,0,0,0,0,0,1
2971,3561,1,0,0,0,0,0,0,0,1
2489,702,0,0,0,0,0,1,0,0,1
2522,2374,0,0,0,0,0,1,0,0,5
2765,1702,1,0,0,0,0,0,0,0,1
2685,2295,0,0,0,1,0,0,0,0,2
2907,2340,0,0,0,0,0,0,0,0,1
3342,1790,1,0,0,0,0,0,0,1,0
1936,127,0,0,1,0,0,0,0,0,2
3130,6174,1,0,0,0,0,0,0,0,1
2540,1879,0,0,0,1,0,0,0,0,2
1931,180,0,0,0,0,0,0,0,0,5
2784,492,0,0,0,0,0,1,0,0,1
2917,3681,1,0,0,0,0,0,0,0,1
3371,990,0,0,0,0,0,0,0,0,0
2701,2121,0,0,0,0,0,0,0,0,1
2916,1601,0,0,0,0,0,0,0,0,1
2572,2343,0,0,0,0,0,0,0,0,1
2935,990,0,0,0,0,0,0,0,0,1
2952,4158,1,0,0,0,0,0,0,0,1
2997,120,0,0,0,0,0,0,0,0,0
3133,1698,0,0,0,0,0,0,0,0,0
3220,866,1,0,0,0,0,0,0,0,6
3041,2739,0,0,0,0,0,0,0,0,1
3057,4435,1,0,0,0,0,0,0,0,0
3149,3262,1,0,0,0,0,0,0,0,0
2379,1065,0,0,0,0,0,1,0,0,2
3151,2391,1,0,0,0,0,0,0,0,0
2895,247,1,0,0,0,0,0,0,0,1
3134,1191,0,0,0,0,0,0,0,0,0
2911,3414,0,0,0,0,0,0,0,0,1
2877,2941,1,0,0,0,0,0,0,0,1
3176,437,0,0,0,0,0,0,0,0,0
3139,553,0,0,0,0,0,0,0,0,1
2406,730,0,1,0,0,0,0,0,0,5
2867,3828,1,0,0,0,0,0,0,0,1
2585,722,0,0,0,1,0,0,0,0,2
3264,902,0,0,0,0,0,0,0,0,1
2896,573,1,0,0,0,0,0,0,0,1
2340,390,0,0,0,0,0,1,0,0,2
3146,1215,0,0,0,0,0,0,0,0,0
3165,3162,1,0,0,0,0,0,0,0,0
2860,2509,0,0,0,0,0,0,0,0,1
3267,638,0,0,0,0,0,0,0,0,1
3136,3462,1,0,0,0,0,0,0,0,1
2922,5568,1,0,0,0,0,0,0,0,1
3081,4716,1,0,0,0,0,0,0,0,0
3137,2808,0,0,0,0,0,0,0,0,1
2417,570,0,0,0,1,0,0,0,0,2
3369,3800,0,0,0,0,0,0,1,0,6
3237,4694,1,0,0,0,0,0,1,0,0
2980,720,0,0,0,0,0,0,0,0,1
2721,1316,0,0,0,0,0,0,0,0,5
2529,684,0,1,0,0,0,0,0,0,2
3160,2553,0,0,0,0,0,0,0,0,0
2970,4116,1,0,0,0,0,0,0,0,1
2371,283,0,0,0,0,0,1,0,0,2
2797,42,0,0,0,0,0,1,0,0,1
3247,4321,1,0,0,0,0,0,0,0,0
2568,1487,0,0,0,0,0,1,0,0,1
3448,2523,1,0,0,0,0,0,0,0,0
3223,4086,0,0,0,0,0,0,0,1,0
2892,811,0,0,0,0,0,0,0,0,1
3047,6159,1,0,0,0,0,0,0,0,1
3176,2028,1,0,0,0,0,0,0,0,0
3023,2554,0,0,0,0,0,0,0,0,1
3136,5381,1,0,0,0,0,0,0,0,0
3197,1052,0,0,0,0,0,0,0,0,0
3033,1800,1,0,0,0,0,0,0,0,0
2740,2598,1,0,0,0,0,0,0,0,1
3033,2671,0,0,0,0,0,0,0,0,1
2801,3473,1,0,0,0,0,0,0,0,1
3145,3645,0,0,0,0,0,0,0,0,0
2948,569,0,0,0,0,0,0,0,0,0
3108,3645,0,0,0,0,0,0,0,0,0
2226,962,0,0,0,0,0,0,0,0,2
2937,3570,1,0,0,0,0,0,0,0,1
3001,1423,1,0,0,0,0,0,0,0,1
2951,698,0,0,0,0,0,0,0,0,1
2978,3164,1,0,0,0,0,0,0,0,0
3235,2469,0,0,0,0,0,0,0,0,0
2383,932,0,0,0,0,0,0,0,0,2
3172,3824,1,0,0,0,0,0,0,0,0
2116,1374,0,0,0,0,0,1,0,0,2
2559,2454,0,0,0,0,0,0,0,0,1
2578,2368,0,0,0,0,0,0,0,0,1
3197,408,0,0,0,0,0,0,0,0,0
2797,2110,1,0,0,0,0,0,0,0,1
3005,1357,0,0,0,0,0,0,0,0,1
3018,5884,1,0,0,0,0,0,0,0,1
2928,3713,1,0,0,0,0,0,0,0,1
2807,3705,1,0,0,0,0,0,0,0,0
3059,2424,1,0,0,0,0,0,0,0,0
2983,1891,0,0,0,0,0,0,0,0,1
3110,1839,1,0,0,0,0,0,0,0,0
3236,677,0,0,0,0,0,0,0,0,1
2953,2279,0,0,0,0,0,0,0,0,1
3014,5865,1,0,0,0,0,0,0,0,1
2972,4876,1,0,0,0,0,0,0,0,1
2919,5740,1,0,0,0,0,0,0,0,0
3145,4540,1,0,0,0,0,0,0,0,0
2532,1209,1,0,0,0,0,0,0,0,1
2954,1351,0,0,0,0,0,0,0,0,1
2944,1248,0,0,0,0,0,0,0,0,1
3009,2804,0,0,0,0,0,0,0,0,1
2915,3212,0,0,0,0,0,0,0,0,1
3233,3309,0,0,0,0,0,0,0,0,0
2391,272,0,0,0,1,0,0,0,0,2
3173,1276,1,0,0,0,0,0,0,0,0
2388,741,0,0,0,0,0,1,0,0,5
3249,5101,1,0,0,0,0,0,0,0,0
3222,2032,0,0,0,0,0,0,0,0,0
3070,1528,0,0,0,0,0,0,0,0,1
3002,1148,0,0,0,0,0,0,0,0,1
2629,1608,1,0,0,0,0,0,0,0,1
2634,1988,0,0,0,0,0,1,0,0,1
3082,4251,1,0,0,0,0,0,0,0,1
3096,6031,1,0,0,0,0,0,0,0,0
3128,1505,0,0,0,0,0,0,0,0,0
2058,297,0,0,0,0,0,0,0,0,2
3207,5031,1,0,0,0,0,0,0,0,1
3261,3293,0,0,0,0,0,0,0,1,6
2573,2890,0,0,0,0,0,1,0,0,5
3263,1015,0,0,0,0,0,0,0,0,1
2830,2488,1,0,0,0,0,0,0,0,1
2980,1075,0,0,0,0,0,0,0,0,1
2861,2766,1,0,0,0,0,0,0,0,0
3042,890,0,0,0,0,0,0,0,0,0
3295,2850,0,0,0,0,0,0,0,0,0
3147,2298,0,0,0,0,0,0,0,0,1
2566,720,1,0,0,0,0,0,0,0,1
3360,2760,0,0,0,0,0,0,0,1,6
2972,4884,1,0,0,0,0,0,0,0,1
3206,518,0,0,0,0,0,0,0,0,1
3294,3074,1,0,0,0,0,0,0,1,6
3005,871,0,0,0,0,0,0,0,0,1
2893,768,0,0,0,0,0,0,0,0,1
3234,797,0,0,0,0,0,0,0,0,0
3016,2535,1,0,0,0,0,0,0,0,0
3054,1536,1,0,0,0,0,0,0,0,1
2175,268,0,1,0,0,0,0,0,0,2
3134,1905,0,0,0,0,0,0,0,0,0
2931,212,1,0,0,0,0,0,0,0,0
2719,1440,1,0,0,0,0,0,0,0,1
2841,2580,1,0,0,0,0,0,0,0,1
2083,450,0,0,0,0,0,1,0,0,2
3018,1567,0,0,0,0,0,0,0,0,1
2941,5191,1,0,0,0,0,0,0,0,1
3185,616,0,0,0,0,0,0,0,0,0
3325,1976,0,0,0,0,0,0,1,0,0
2935,990,0,0,0,0,0,0,0,0,1
2931,1410,1,0,0,0,0,0,0,0,0
2922,4510,1,0,0,0,0,0,0,0,1
3125,1592,0,0,0,0,0,0,0,0,0
3153,2670,1,0,0,0,0,0,0,0,0
3242,4570,1,0,0,0,0,0,0,1,0
3246,2571,1,0,0,0,0,0,0,0,1
2932,589,1,0,0,0,0,0,0,0,1
3002,5367,1,0,0,0,0,0,0,0,1
2861,2579,1,0,0,0,0,0,0,0,1
3001,1101,0,0,0,0,0,0,0,0,0
3130,2151,0,0,0,0,0,0,0,0,1
2881,1500,0,0,0,1,0,0,0,0,1
2939,5046,1,0,0,0,0,0,0,0,1
3033,2975,0,0,0,0,0,0,0,0,0
2759,2632,0,0,0,0,0,1,0,0,2
2773,1846,0,0,0,0,0,0,0,0,0
3042,2897,0,0,0,0,0,0,0,0,0
3341,4519,0,0,0,0,0,0,0,0,6
2732,2311,0,0,0,1,0,0,0,0,2
3032,3366,0,0,0,0,0,0,0,1,1
2227,579,0,0,0,0,0,1,0,0,2
2686,1818,0,0,0,0,0,1,0,0,1
3001,2920,0,0,0,0,0,0,0,0,1
2727,366,0,0,0,0,0,0,0,0,1
3284,713,0,0,0,0,0,0,0,0,0
2921,4370,1,0,0,0,0,0,0,0,0
2831,2379,0,0,0,0,0,1,0,0,2
2589,2081,0,0,0,0,0,0,0,0,2
3009,446,1,0,0,0,0,0,0,0,0
3186,1528,0,0,0,0,0,0,0,0,0
3084,1082,0,0,0,0,0,0,0,0,0
2103,540,0,0,0,0,1,0,0,0,2
3050,5751,1,0,0,0,0,0,0,0,0
2730,3171,1,0,0,0,0,0,0,0,1
3216,5827,1,0,0,0,0,0,0,0,0
3051,805,1,0,0,0,0,0,0,0,0
3211,497,0,0,0,0,0,0,0,0,1
3219,5840,1,0,0,0,0,0,0,0,0
3289,1794,0,0,0,0,0,0,0,1,6
2931,3219,1,0,0,0,0,0,0,0,1
3016,1531,0,0,0,0,0,0,0,0,1
3091,4981,1,0,0,0,0,0,0,0,0
3233,1129,0,0,0,0,0,0,0,0,0
3231,2814,1,0,0,0,0,0,0,0,0
3244,3541,1,0,0,0,0,0,0,0,0
3299,3352,0,0,0,0,0,0,0,0,0
3218,5157,1,0,0,0,0,0,0,0,0
3005,2415,0,0,0,0,0,0,0,0,1
3358,1944,1,0,0,0,0,0,1,0,6
2822,2431,1,0,0,0,0,0,0,0,1
2978,5225,1,0,0,0,0,0,0,0,0
2892,2739,1,0,0,0,0,0,0,0,1
3270,939,1,0,0,0,0,0,1,0,0
2962,2135,0,0,0,0,0,0,0,0,1
2959,6022,1,0,0,0,0,0,0,0,1
2837,3572,1,0,0,0,0,0,0,0,1
3275,1613,1,0,0,0,0,0,0,1,0
3218,1044,1,0,0,0,0,0,0,0,0
2326,342,0,0,0,0,0,1,0,0,1
3077,5005,1,0,0,0,0,0,0,0,0
2947,4032,1,0,0,0,0,0,0,0,1
2901,2805,0,0,0,0,0,0,0,0,0
3254,1907,0,0,0,0,0,0,0,0,0
2523,212,1,0,0,0,0,0,0,0,1
2962,3925,1,0,0,0,0,0,0,0,1
2945,5544,1,0,0,0,0,0,0,0,1
3329,3115,0,0,0,0,0,0,0,0,0
3266,6024,1,0,0,0,0,0,1,0,0
3037,3784,1,0,0,0,0,0,0,0,1
2561,430,0,0,0,0,0,0,0,0,1
2828,3420,1,0,0,0,0,0,0,0,0
2604,3092,0,0,0,1,0,0,0,0,5
2611,2687,0,0,0,0,0,1,0,0,1
2924,458,0,0,0,0,0,0,0,0,1
2950,4015,1,0,0,0,0,0,0,0,1
2713,1362,1,0,0,0,0,0,0,0,1
3259,313,0,0,0,0,0,0,0,0,0
2908,4085,1,0,0,0,0,0,0,0,1
2759,2162,0,0,0,0,0,0,0,0,1
3022,1785,0,0,0,0,0,0,0,0,1
3203,1499,0,0,0,0,0,0,0,0,0
3093,4079,1,0,0,0,0,0,0,0,0
3186,3205,0,0,0,0,0,0,0,0,1
2998,3963,1,0,0,0,0,0,0,0,1
3154,2230,0,0,0,0,0,0,0,0,0
2084,1087,0,0,0,0,0,0,0,0,2
3085,1816,0,0,0,0,0,0,0,0,0
3240,5347,1,0,0,0,0,0,0,0,0
3450,1635,0,0,0,0,0,0,0,1,6
2915,641,0,0,0,0,0,0,0,0,0
3022,3960,0,0,0,0,0,0,0,0,1
3071,3772,0,0,0,0,0,0,0,0,0
3199,1928,0,0,0,0,0,0,0,0,0
3233,3960,0,0,0,0,0,0,0,0,0
2942,6132,1,0,0,0,0,0,0,0,1
2907,2245,0,0,0,0,0,0,0,0,0
3060,4022,1,0,0,0,0,0,0,0,0
2630,3290,0,0,0,0,0,0,0,0,1
2558,537,0,1,0,0,0,0,0,0,2
3114,1315,0,0,0,0,0,0,0,0,1
3126,3861,1,0,0,0,0,0,0,0,0
2907,3310,1,0,0,0,0,0,0,0,1
2755,1812,1,0,0,0,0,0,0,0,1
2972,1983,1,0,0,0,0,0,0,0,1
2683,1195,1,0,0,0,0,0,0,0,1
3158,1140,1,0,0,0,0,0,0,0,0
2335,1120,0,0,1,0,0,0,0,0,2
2524,384,0,0,1,0,0,0,0,0,1
3034,3482,1,0,0,0,0,0,0,0,0
3251,3974,0,0,0,0,0,0,0,0,0
2863,1517,1,0,0,0,0,0,0,0,0
2967,1584,0,0,0,0,0,0,0,0,1
2978,2171,0,0,0,0,0,0,0,0,0
2950,1976,0,0,0,0,0,0,0,0,1
2827,90,0,0,0,0,0,0,0,0,1
3050,4582,1,0,0,0,0,0,0,0,1
3065,2751,0,0,0,0,0,0,0,0,1
3213,5703,1,0,0,0,0,0,0,0,0
3163,3140,0,0,0,0,0,0,0,0,0
2991,162,0,0,0,0,0,0,0,0,0
3303,497,0,0,0,0,0,0,0,0,0
3092,2329,1,0,0,0,0,0,0,0,0
3346,1129,1,0,0,0,0,0,1,0,0
3177,1170,1,0,0,0,0,0,0,0,1
2721,2690,1,0,0,0,0,0,0,0,1
2536,930,0,0,0,1,0,0,0,0,1
2974,812,0,0,0,0,0,0,0,0,1
3004,2915,0,0,0,0,0,0,0,0,0
3149,1110,1,0,0,0,0,0,0,0,1
3369,3946,1,0,0,0,0,0,1,0,0
3016,1463,0,0,0,0,0,0,0,0,1
2974,3792,1,0,0,0,0,0,0,0,1
3273,1041,0,0,0,0,0,0,0,0,0
2801,3423,1,0,0,0,0,0,0,0,0
2788,2925,1,0,0,0,0,0,0,0,1
3131,1379,0,0,0,0,0,0,0,0,0
3276,3328,0,0,0,0,0,0,0,0,0
2631,1153,1,0,0,0,0,0,0,0,1
2949,3539,1,0,0,0,0,0,0,0,1
3036,1348,1,0,0,0,0,0,0,0,1
3026,845,0,0,0,0,0,0,0,0,0
2779,1825,0,0,0,0,0,1,0,0,5
2109,350,0,0,0,0,0,0,0,0,2
3122,1552,0,0,0,0,0,0,0,0,0
2820,3371,1,0,0,0,0,0,0,0,1
3233,5325,1,0,0,0,0,0,0,0,1
3047,2820,1,0,0,0,0,0,0,0,1
2722,95,1,0,0,0,0,0,0,0,4
2857,2764,0,0,0,0,0,1,0,0,0
3064,1437,1,0,0,0,0,0,0,0,1
3303,1770,0,0,0,0,0,0,0,0,0
2661,914,1,0,0,0,0,0,0,0,1
3010,2465,0,0,0,0,0,0,0,0,1
3124,2750,0,0,0,0,0,0,0,0,0
2840,3692,1,0,0,0,0,0,0,0,1
3103,883,0,0,0,0,0,0,0,0,1
2714,2308,1,0,0,0,0,0,0,0,1
2470,361,0,1,0,0,0,0,0,0,2
3171,722,0,0,0,0,0,0,0,0,0
2961,2301,0,0,0,0,0,0,0,0,1
2871,3275,0,0,0,0,0,0,0,0,1
2936,4232,1,0,0,0,0,0,0,0,1
3272,684,0,0,0,0,0,0,0,0,0
3020,4266,1,0,0,0,0,0,0,0,1
2595,3087,0,0,0,0,0,0,0,0,1
3006,2691,0,0,0,0,0,0,0,0,0
2812,2428,1,0,0,0,0,0,0,0,1
2831,1652,0,0,0,0,0,0,0,0,1
2868,2296,0,0,0,0,0,0,0,0,1
2758,242,1,0,0,0,0,0,0,0,1
2954,5130,1,0,0,0,0,0,0,0,1
2998,95,1,0,0,0,0,0,0,0,0
3224,4568,1,0,0,0,0,0,0,0,0
2688,1541,1,0,0,0,0,0,0,0,1
2473,1063,0,0,0,0,0,1,0,0,5
2987,1006,0,0,0,0,0,0,0,0,1
3296,4724,1,0,0,0,0,0,0,0,1
2659,3029,0,0,0,1,0,0,0,0,2
2054,484,0,0,0,0,0,0,0,0,2
3228,1073,0,0,0,0,0,0,0,0,0
2922,4468,1,0,0,0,0,0,0,0,1
2817,4731,1,0,0,0,0,0,0,0,1
2806,2282,1,0,0,0,0,0,0,0,1
3044,577,0,0,0,0,0,0,0,0,1
2850,573,0,0,0,0,0,0,0,0,0
2748,1492,1,0,0,0,0,0,0,0,1
2982,5066,1,0,0,0,0,0,0,0,0
3115,939,1,0,0,0,0,0,0,0,0
2909,5372,1,0,0,0,0,0,0,0,1
3088,969,0,0,0,0,0,0,0,0,1
3280,3905,0,0,0,0,0,0,0,0,1
2690,3605,0,0,0,0,0,0,0,0,1
3294,700,0,0,0,0,0,0,0,0,0
2757,1008,0,0,0,0,0,0,0,0,1
2822,3421,1,0,0,0,0,0,0,0,1
2908,1634,1,0,0,0,0,0,0,0,1
2840,1377,0,0,0,0,0,0,0,0,4
2754,1308,0,0,0,0,0,0,0,0,1
3428,4987,1,0,0,0,0,0,0,0,0
3107,2380,0,0,0,0,0,0,0,0,0
3190,5777,1,0,0,0,0,0,0,0,1
2725,1168,1,0,0,0,0,0,0,0,1
3160,1172,1,0,0,0,0,0,0,0,0
3165,1956,0,0,0,0,0,0,0,0,0
2634,480,1,0,0,0,0,0,0,0,1
2985,5540,1,0,0,0,0,0,0,0,0
2484,1554,0,0,0,0,0,1,0,0,2
3152,2136,0,0,0,0,0,0,0,0,1
3042,6077,1,0,0,0,0,0,0,0,1
2926,2253,0,0,0,0,0,0,0,0,1
2733,1674,0,0,0,0,0,1,0,0,1
2824,95,1,0,0,0,0,0,0,0,0
2387,201,0,0,0,0,0,1,0,0,2
3367,2830,1,0,0,0,0,0,0,1,6
3007,2698,1,0,0,0,0,0,0,0,0
3387,2128,1,0,0,0,0,0,0,1,6
2918,2814,1,0,0,0,0,0,0,0,1
2959,3799,1,0,0,0,0,0,0,0,1
3062,782,0,0,0,0,0,0,0,0,1
3087,2184,0,0,0,0,0,0,0,0,1
2096,510,0,0,0,0,1,0,0,0,2
2600,1087,1,0,0,0,0,0,0,0,1
2951,3756,1,0,0,0,0,0,0,0,1
3305,3060,0,0,0,0,0,0,0,0,0
2969,1566,0,0,0,0,0,0,0,0,0
2346,192,0,0,0,0,0,0,0,0,5
2992,2971,0,0,0,0,0,0,0,0,1
2823,2509,0,0,0,0,0,0,0,0,1
2509,532,0,0,0,0,0,1,0,0,1
2739,1320,1,0,0,0,0,0,0,0,1
3043,390,0,0,0,0,0,0,0,0,1
3164,3408,1,0,0,0,0,0,0,0,1
2790,828,0,0,0,0,0,0,0,0,1
3154,5150,1,0,0,0,0,0,0,0,1
2906,1777,0,0,0,0,0,0,0,0,1
2970,511,1,0,0,0,0,0,0,0,0
2756,3034,1,0,0,0,0,0,0,0,1
3206,3403,1,0,0,0,0,0,0,0,0
2943,5235,1,0,0,0,0,0,0,0,1
3114,323,0,0,0,0,0,0,0,0,1
3265,3365,0,0,0,0,0,0,0,0,1
2907,1844,1,0,0,0,0,0,0,0,1
2596,1231,0,0,0,0,0,0,0,0,1
2819,2215,1,0,0,0,0,0,0,0,1
3037,2306,0,0,0,0,0,0,0,0,0
3094,2001,0,0,0,0,0,0,0,0,1
2986,1944,0,0,0,0,0,0,0,0,1
2966,2585,0,0,0,0,0,0,0,0,1
3162,470,0,0,0,0,0,0,0,0,1
3032,1243,0,0,0,0,0,0,0,0,1
3105,4565,1,0,0,0,0,0,0,0,0
2411,1107,0,0,0,0,0,1,0,0,5
2998,5143,1,0,0,0,0,0,0,0,1
3352,1064,0,0,0,0,0,0,0,0,6
3003,1516,0,0,0,0,0,0,0,0,1
2642,2018,0,1,0,0,0,0,0,0,5
3000,2608,0,0,0,0,0,0,0,0,1
3033,875,0,0,0,0,0,0,0,0,1
3038,4748,1,0,0,0,0,0,0,0,1
2295,247,0,0,0,0,1,0,0,0,2
2765,1275,0,0,0,1,0,0,0,0,4
3089,2524,0,0,0,0,0,0,0,0,1
2531,816,0,0,0,0,0,1,0,0,1
2680,750,1,0,0,0,0,0,0,0,1
2934,644,0,0,0,0,0,0,0,0,0
2781,1795,1,0,0,0,0,0,0,0,1
3306,2021,0,0,0,0,0,0,1,0,6
2604,648,0,0,0,0,0,0,0,0,1
3103,2103,0,0,0,0,0,0,0,0,1
2423,891,0,0,0,0,0,1,0,0,5
2968,4753,1,0,0,0,0,0,0,0,1
2900,488,0,0,0,0,0,0,0,0,0
3305,1480,0,0,0,0,0,0,0,0,0
2051,330,0,0,0,1,0,0,0,0,2
2972,4723,1,0,0,0,0,0,0,0,1
3016,2761,0,0,0,0,0,0,0,0,1
3204,1477,1,0,0,0,0,0,0,0,1
3359,3316,0,0,0,0,0,0,0,0,6
3007,726,1,0,0,0,0,0,0,0,0
2888,1095,0,0,0,0,0,0,0,0,1
3106,2894,1,0,0,0,0,0,0,0,0
2808,3144,1,0,0,0,0,0,0,0,1
3460,2429,1,0,0,0,0,0,0,0,0
2906,2048,0,0,0,0,0,0,0,0,4
3235,4628,1,0,0,0,0,0,0,1,0
3100,3561,1,0,0,0,0,0,0,0,0
3089,2546,0,0,0,0,0,0,0,0,0
3226,5550,1,0,0,0,0,0,0,0,0
2843,2471,0,0,0,0,0,0,0,0,0
3097,4135,1,0,0,0,0,0,0,0,0
2995,1864,0,0,0,0,0,0,0,0,0
2918,5102,1,0,0,0,0,0,0,0,1
3084,1945,0,0,0,0,0,0,0,0,1
2665,2032,1,0,0,0,0,0,0,0,1
2724,175,0,0,0,0,0,0,0,0,4
2622,1650,0,0,1,0,0,0,0,0,1
2645,2155,0,0,0,0,0,1,0,0,1
2865,819,0,0,0,0,0,0,0,0,1
2672,3463,0,0,0,0,0,0,0,0,1
2893,4120,1,0,0,0,0,0,0,0,1
2647,1082,1,0,0,0,0,0,0,0,1
3064,3822,1,0,0,0,0,0,0,0,0
2749,1082,0,0,0,0,0,0,0,0,1
3371,3862,0,0,0,0,0,0,1,0,6
3015,5262,1,0,0,0,0,0,0,0,0
2829,1233,0,0,0,0,0,0,0,0,0
2753,2588,1,0,0,0,0,0,0,0,1
2825,2230,1,0,0,0,0,0,0,0,1
3035,1864,0,0,0,0,0,0,0,0,0
3011,5676,1,0,0,0,0,0,0,0,0
2962,4246,1,0,0,0,0,0,0,0,0
2892,3371,1,0,0,0,0,0,0,0,1
2886,994,0,0,0,0,0,0,0,0,1
2998,4660,1,0,0,0,0,0,0,0,1
2547,934,0,0,0,1,0,0,0,0,2
3339,488,0,0,0,0,0,0,1,0,0
2998,5547,1,0,0,0,0,0,0,0,1
3237,3438,0,0,0,0,0,0,0,0,0
3123,3618,1,0,0,0,0,0,0,0,0
3252,3758,1,0,0,0,0,0,1,0,0
3335,1592,0,0,0,0,0,0,0,0,0
2710,1852,1,0,0,0,0,0,0,0,1
2999,190,0,0,0,0,0,0,0,0,0
2616,1500,1,0,0,0,0,0,0,0,1
3202,4709,1,0,0,0,0,0,0,0,0
2766,1310,0,0,0,0,0,0,0,0,4
2961,4112,1,0,0,0,0,0,0,0,1
3203,603,1,0,0,0,0,0,0,0,1
3142,6216,1,0,0,0,0,0,0,0,1
3066,2334,0,0,0,0,0,0,0,0,1
3650,2911,1,0,0,0,0,0,0,0,0
2157,323,0,0,0,0,0,1,0,0,2
2604,949,0,0,0,0,0,0,0,0,1
2840,1804,1,0,0,0,0,0,0,0,1
3249,481,0,0,0,0,0,0,0,0,0
3313,2234,0,0,0,0,0,0,0,0,0
2992,872,1,0,0,0,0,0,0,0,1
2570,1213,1,0,0,0,0,0,0,0,1
3239,1282,1,0,0,0,0,0,0,0,0
3188,1779,0,0,0,0,0,0,0,0,0
2823,2608,0,0,0,0,0,1,0,0,2
3301,3378,0,0,0,0,0,0,0,0,0
3180,967,1,0,0,0,0,0,0,0,1
3249,1652,0,0,0,0,0,0,0,0,0
3228,6187,1,0,0,0,0,0,0,0,0
2786,1976,0,0,0,0,0,1,0,0,1
3268,1690,0,0,0,0,0,0,0,0,0
2941,1922,0,0,0,0,0,0,0,0,1
2320,212,0,0,0,0,0,1,0,0,2
3064,3231,1,0,0,0,0,0,0,0,1
2881,1132,0,0,0,0,0,0,0,0,0
2882,1574,0,0,0,0,0,0,0,0,1
3259,484,0,0,0,0,0,0,0,0,0
2929,3483,1,0,0,0,0,0,0,0,1
3238,5807,1,0,0,0,0,0,0,0,1
3056,2644,0,0,0,0,0,0,0,0,0
3224,3550,0,0,0,0,0,0,0,0,0
3080,424,0,0,0,0,0,0,0,0,1
3105,1809,1,0,0,0,0,0,0,0,0
2965,5941,1,0,0,0,0,0,0,0,1
2860,1521,0,0,0,0,0,0,0,0,1
2227,684,0,0,0,0,0,1,0,0,5
3213,1802,0,0,0,0,0,0,0,0,0
2922,4739,1,0,0,0,0,0,0,0,1
2989,1784,1,0,0,0,0,0,0,0,0
2998,5484,1,0,0,0,0,0,0,0,0
3275,6068,1,0,0,0,0,0,0,0,0
3121,2012,1,0,0,0,0,0,0,0,1
2492,636,0,0,0,0,1,0,0,0,5
2888,1060,0,0,0,0,0,0,0,0,1
